RectMTF_v186_EURUSD_20230221_133400_225773562_BE
Generado con EA_RectanguloMTF_v1.8.7
Timestamp;TradeNum;Ticket;TradeType;Event;ProfitPips;BEThreshold;StopLevel;SpreadPips;EntryPrice;SLPlaced;SLDistEntry;Notes
2023.04.03 16:01;11;11;BUY;BE_PENDING;1.30;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:01;11;11;BUY;BE_PENDING;0.70;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:02;11;11;BUY;BE_PENDING;1.30;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:02;11;11;BUY;BE_PENDING;1.90;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:02;11;11;BUY;BE_PENDING;2.40;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:02;11;11;BUY;BE_PENDING;3.00;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:02;11;11;BUY;BE_PENDING;2.50;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:02;11;11;BUY;BE_PENDING;1.40;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:03;11;11;BUY;BE_PENDING;2.00;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:04;11;11;BUY;BE_PENDING;2.90;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:04;11;11;BUY;BE_PENDING;3.50;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:04;11;11;BUY;BE_PENDING;2.80;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:04;11;11;BUY;BE_PENDING;2.20;4.5;;;;;;Profit bajo umbral BE
2023.04.03 16:05;11;11;BUY;BE_PENDING;1.60;4.5;;;;;;Profit bajo umbral BE
